OWNER,DAY,ADDR,ADDR_DETAIL,LAT,LON,PERSONNEL,FIELD_NAME,Teaching field name,Teaching course list name,Teaching course name,Tuition
두산아이콘스토리1인전용독서실,20210309,대구광역시 수성구 상화로 117,/ 2층 (두산동),35.83551045,128.6198496,244,독서실,독서실,,독서실(유아/초·중·고),
두잇독서실,20210120,대구광역시 남구 신촌길 10,/ 2층 (봉덕동),35.83833227,128.5993548,194,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),
두잇독서실,20190906,대구광역시 수성구 달구벌대로649길 22-7,/ 4층 (신매동),35.83965324,128.7139756,189,독서실,독서실(중),,독서실(일반인),
둘리음악학원,20040812,대구광역시 달서구 월곡로43길 30,  2층 (상인동),35.81329129,128.5408112,120,예능(대),예능(중),음악/,음악,
듀크학원,20181226,대구광역시 수성구 용학로 206,/ 3층 (지산동/ 대구은행 지산2동지점),35.82144807,128.6308967,45,입시.검정 및 보습,보통교과,보습/,보습,
드럼멘토드럼학원,20170926,대구광역시 달서구 조암남로 85,/ 510호 (월성동),35.81990142,128.5240428,50,예능(대),예능(중),음악/,음악,
드로잉라인학원,20210719,대구광역시 중구 국채보상로 555,/ 3층 (종로1가),35.87091219,128.5914329,92,직업기술,산업응용기술,,디자인,
드로잉하트스튜디오미술교습소,20070525,대구광역시 달서구 구마로14남길 60,   3층 (본동),35.83562475,128.531963,36,예능(대),예능(중),미술(초급),미술,미술(초급):80000/ 미술(초급):100000/ 미술(초급):110000/ 미술(초급):120000
드림독서실,20000425,대구광역시 달서구 상인로 105, 청구아파트 상가 3층 3호 (상인동),35.81548272,128.5451058,200,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),
드림뮤직아카데미실용음악학원,20100913,대구광역시 남구 명덕로 178,/ 1층 일부 (대명동),35.85659896,128.5896463,118,예능(대),예능(중),음악/,음악,
드림영수학원,20120319,대구광역시 남구 중앙대로50길 36-2,/ 1층 (대명동/상지주택),35.85272375,128.5931515,56,입시.검정 및 보습,보통교과,보습/,보습,
드림웍스만화학원,20171117,대구광역시 달서구 월배로 184,/ 4층 (상인동),35.81748603,128.5339509,160,기타(대),기타(중),,만화,
드림웍스만화학원,20200513,대구광역시 달성군 다사읍 달구벌대로 866,/ 301호 (다사읍),35.85817534,128.4640728,180,예능(대),예능(중),,미술,
드림웍스만화학원,20200113,대구광역시 중구 명덕로 169-1,/ 2층 (남산동),35.85706435,128.5887313,220,예능(대),예능(중),,미술,
드림웍스미술학원,20120917,대구광역시 동구 금강로 8,/ 4층 (동호동),35.86701073,128.7240256,45,예능(대),예능(중),미술/,미술,
드림위버팩토리스피치연구소학원,20180403,대구광역시 달서구 장기로 192,/ 4층 (감삼동),35.84372218,128.5394458,180,기타(대),기타(중),화술/,화술,
드림즈영어교습소,20190617,대구광역시 동구 팔공로51길 37,/ 101호 (봉무동),35.92281783,128.6367763,16,입시.검정 및 보습,보통교과,초,보습,초:180000/ 초:200000/ 중:250000/ 고:300000
드림캐쳐독서실,20190318,대구광역시 달성군 화원읍 화원로1길 1,/ 5층 (화원읍),35.80524846,128.5005527,250,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),
드림컴퓨터학원,20160526,대구광역시 달서구 장기로 245-1,/ 3층 일부 (장기동),35.84335164,128.533383,165,직업기술,컴퓨터,컴퓨터(정보처리/통신기기/인터넷/소프트웨어)/,컴퓨터(정보처리/통신기기/인터넷/소프트웨어),
드림코믹스만화학원,19990909,대구광역시 중구 명덕로 209,  2 (남산동),35.85693734,128.5932857,360,기타(대),기타(중),만화/,만화,
드림트리음악미술학원,20151222,대구광역시 달성군 현풍면 테크노상업로 46,/ 501/502호 (현풍면),35.69261633,128.4547475,225,종합(대),,음악/미술/,,
드림하이영어교습소,20210209,대구광역시 달서구 상원로 115,/ 3층 (상인동),35.81881687,128.5312085,8,입시.검정 및 보습,보통교과,영어(중등),보습,
든든영어교습소,20210428,대구광역시 동구 이노밸리로54길 6,/ 1층 (신서동),35.87770074,128.7254064,21,입시.검정 및 보습,보통교과,,보습,
디랩코딩학원,20171227,대구광역시 수성구 동대구로 300,/ 3층 309호 (범어동/ 범어 롯데캐슬),35.85678307,128.6273428,120,기타(대),기타(중),,게임,
디앤에이(DNA)미술학원,20090415,대구광역시 수성구 달구벌대로 2486,/ 3층 일부 (범어동/ 범어골드타워),35.85843239,128.6344862,120,예능(대),예능(중),미술/,미술,
디에이스아카데미학원,20161213,대구광역시 달서구 진천로 117,/ 월배이타운 507호 (대천동),35.81889179,128.5212724,144,입시.검정 및 보습,보통교과,,보습,
디에이치(DH) 무용학원,20140806,대구광역시 남구 효성로 57,/ 3층 (봉덕동),35.83846017,128.5985793,34,예능(대),예능(중),무용/,무용,
디엔티수학학원,20180125,대구광역시 달서구 조암남로 158,/ 3층일부 (유천동),35.81659525,128.5173654,19,입시.검정 및 보습,보통교과,보습/,보습,
디엠수학학원,20091229,대구광역시 수성구 달구벌대로 2531,  2층일부 (범어동),35.85925411,128.6394928,60,입시.검정 및 보습,보통교과,보습/,보습,
디오음악학원,20210823,대구광역시 달서구 조암로 184,/ 502호 일부 (유천동),35.81709379,128.5129927,75,예능(대),예능(중),음악/,음악,
디와이(DY)보컬센터보컬교습소,20210601,대구광역시 중구 명덕로 175-1,/ 501호 (남산동),35.85719977,128.5895062,7,예능(대),예능(중),,음악,
디와이비(DYB)수성캠퍼스최선어학원,20220112,대구광역시 수성구 달구벌대로 2575,/ 1202호 (만촌동),35.85935442,128.6444005,294,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
디원영어교습소,20180205,대구광역시 수성구 달구벌대로649길 6,/ 1층 일부 (신매동),35.8387118,128.7118532,36,입시.검정 및 보습,보통교과,,보습,
디이씨(DEC)국어교습소,20191127,대구광역시 남구 중앙대로45길 40,/ 1층 일부 (대명동),35.85421709,128.5895407,18,입시.검정 및 보습,보통교과,,보습,
디자인가우디미술학원,20140919,대구광역시 수성구 달구벌대로 2529,/ 8층 (범어동/ 범어에스타워),35.85918298,128.6392935,550,예능(대),예능(중),미술/,미술,
디자인그린섬미술학원,20140417,대구광역시 중구 중앙대로 279,/ 3~4층 (남산동/바로크악기),35.85825215,128.5909692,390,예능(대),예능(중),,미술,
디자인달리미술학원,20190326,대구광역시 달서구 달구벌대로 1545,/ 1003호 (죽전동/ 골든뷰 메디타워),35.85037231,128.5360897,760,예능(대),예능(중),미술/,미술,
디자인오브수학학원,20130624,대구광역시 달서구 송현로7길 23,/ 3층 (상인동),35.82036374,128.5465679,1112,입시.검정 및 보습,보통교과,,보습,
디자인천년의미소미술학원,20160705,대구광역시 중구 중앙대로 283,/ 8층 (남산동),35.85862891,128.5910784,1330,예능(대),예능(중),미술/,미술,
디자인토이미술학원,20170926,대구광역시 달서구 조암로 42,/ 701호 (월성동),35.82475727,128.5251048,60,예능(대),예능(중),미술/,미술,
디자인판도라미술학원,20210628,대구광역시 수성구 달구벌대로 2596,/ 2층 (만촌동),35.85840854,128.6464955,130,예능(대),예능(중),,미술,
디자인피플미술학원,19991020,대구광역시 수성구 달구벌대로 2455,/ 3층 (범어동),35.85906703,128.6312426,270,예능(대),예능(중),미술/,미술,
디지털문깡원격학원,20120601,대구광역시 수성구 국채보상로200길 34,/ 1층 (만촌동),35.86431531,128.6403638,190,종합(대),,실용외국어(유아/초·중·고)/,,
디케이경대영수학원,20070801,대구광역시 북구 학정동로 43,4층 (학정동),35.94776017,128.5671497,60,입시.검정 및 보습,보통교과,보습/,보습,
딥똣영어교습소,20201222,대구광역시 수성구 달구벌대로504길 11,/ 2층 (범어동),35.85770041,128.63829,27,입시.검정 및 보습,보통교과,중급문법,보습,중급문법:220000/ 중급독해:220000/ 중급내신:220000/ 고등부중급문법:270000/ 고등부중급독해:270000/ 고등부중급내신:270000/ 고등부상급문법:300000/ 고등부상급독해:300000/ 고등부상급내신:300000
딥마인드소프트웨어학원,20190508,대구광역시 달서구 구마로52안길 89,/ 2층 (송현동),35.83439928,128.5490662,120,기타(대),기타(중),컴퓨터(소)/,컴퓨터(소),
딩딩당핑핑팡학원,20060123,대구광역시 수성구 동원로28길 52-6,/ 1층 (만촌동),35.87172552,128.6384308,70,입시.검정 및 보습,보통교과,,보습,
딩딩딩뮤직스쿨동변점학원,20110321,대구광역시 북구 동변로 50,/ 유니버시아드선수촌@ 118/203/ 2층 (동변동/ 유니버시아드선수촌),35.91726787,128.6039307,120,예능(대),예능(중),음악/,음악,
딩딩딩뮤직스쿨율하학원,20121221,대구광역시 동구 안심로22길 50,/ 303호 일부 (율하동),35.86324547,128.6969557,69,예능(대),예능(중),,음악,
딩딩딩뮤직스쿨학원,20181022,대구광역시 동구 동호로 79,/ 3층 일부 (신서동/ 동원빌딩),35.86649021,128.7255605,7,예능(대),예능(중),음악/,음악,
딩딩딩뮤직스쿨학원,20190124,대구광역시 동구 팔공로51길 37,/ 파스텔시티6층 604호 (봉무동),35.92281783,128.6367763,120,예능(대),예능(중),음악/,음악,
딩딩딩뮤직스쿨학원,20160310,대구광역시 북구 칠곡중앙대로 463,/ 6층 (관음동),35.93719762,128.5488344,60,예능(대),예능(중),음악/,음악,
따고집고옷수선전문기술학원,20070320,대구광역시 동구 아양로11길 3,/ 1층 (신암동),35.88292833,128.6202066,45,직업기술,산업기반기술,,의복,
따뜻한영어차가운수학학원,19980210,대구광역시 달서구 선원로 241,  성서2차 보성타운상가 302~303호 (용산동),35.85992123,128.5172642,200,입시.검정 및 보습,보통교과,보습/,보습,
따스한봄날영수학원,20200528,대구광역시 수성구 달구벌대로 2469,/ 3층일부 (범어동/ 범어동빌딩),35.85921476,128.6328815,60,입시.검정 및 보습,보통교과,,보습,
딸기탐험대씽크스퀘어미술학원,20150127,대구광역시 달서구 장기로 243,/ 2층 (장기동),35.84335496,128.5337307,12,예능(대),예능(중),미술/,미술,
딸기피아노교습소,20080910,대구광역시 북구 침산로21길 36,/ 상가 106동 103호 (침산동/침산 쌍용아파트),35.88782718,128.58687,15,예능(대),예능(중),피아노(초급),음악,
땡글쌤온라인홍보마케팅학원,20191029,대구광역시 수성구 수성로25길 9,/ 3층 (상동),35.83723956,128.6111181,2031,인문사회(대),인문사회(중),경영/,경영,
땡큐수학학원,20220720,대구광역시 달서구 조암남로 5,/ 5층 일부 (상인동),35.8226041,128.5322926,96,입시.검정 및 보습,보통교과,보습/,보습,
떨기나무미술교습소,20160930,대구광역시 수성구 동대구로8길 60-39,/ 1층 일부 (지산동),35.8318431,128.6271549,27,예능(대),예능(중),초급,미술,초급:140000/ 초급:120000/ 초급:100000
또바기수학교습소,20050106,대구광역시 달서구 월배로69길 65 ,,35.82748889,128.5443897,7,입시.검정 및 보습,보통교과,수학(초등),보습,수학(초등):100000
똑똑한수학교습소,20090727,대구광역시 수성구 달구벌대로650길 29, 신화빌라트아파트 상가 112동 104호 (신매동),35.83602827,128.7101139,12,입시.검정 및 보습,보통교과,초등,보습,초등:150000/ 초등:120000/ 중등:170000
뚱딴지감성갤러리미술학원,20150917,대구광역시 달서구 조암남로 9,/ 2층중간 (상인동),35.82241022,128.531772,100,예능(대),예능(중),,미술,
뜨란채피아노음악학원,20090116,대구광역시 북구 대현남로 28,대현뜨란채 상가 나동 202~204호 (대현동),35.88082062,128.6068699,24,예능(대),예능(중),음악/,음악,
뜻길국어찐한사회학원,20210915,대구광역시 북구 복현로 105,/ 상가동 404호 (복현동/ 태왕아너스복현),35.89922043,128.6202954,375,입시.검정 및 보습,보통교과,보습/,보습,
띵꽈꽈중국어교습소,20101111,대구광역시 달서구 장기로 245,  2층일부 (장기동),35.82149596,128.5267256,63,입시.검정 및 보습,보통교과,,보습,중국어초등:160000/ 중국어초등:185000/ 중국어초등:205000/ 중국어중등:180000/ 중국어중등:200000/ 중국어중등:230000/ 중국어고등:210000/ 중국어고등:225000/ 중국어고등:250000/ 중국어(고등D):2/ 중국어(중등):2/ 중국어(고등):2
띵꽈꽈중국어교습소,20170302,대구광역시 달서구 조암남로10길 21,/ 501동 301호 (월성동/ 월성 자이 아파트),35.84335131,128.5335269,42,입시.검정 및 보습,보통교과,중국어(초등),보습,중국어(초등):160000/ 중국어(초등):160000/ 중국어(중등):200000/ 중국어(중등):180000/ 중국어(고등):210000/ 중국어(고등):210000/ 중국어(고등):240000
라곰영수학원,20190108,대구광역시 동구 과학로13길 2,/ 2층 (각산동),35.88442683,128.7182636,66,입시.검정 및 보습,보통교과,보습/,보습,
라당스발레학원,20180727,대구광역시 북구 학정로 421,/ 5층 (동천동/ 일도프라자),35.94237517,128.5630883,136,예능(대),예능(중),무용/,무용,
라뜨레무용학원,20170919,대구광역시 남구 대명로 67,/ 601호 (대명동),35.83961554,128.5648765,72,예능(대),예능(중),,무용,
라뜰리에미술교습소,20190726,대구광역시 달성군 유가읍 테크노북로9길 16,/ 1층 102호 (유가읍/ 우미린더포레스트),35.69206768,128.4644204,36,예능(대),예능(중),,미술,
라라드로잉미술학원,20200210,대구광역시 달서구 한실로6길 126,/ 401호/ 402호 (대곡동/ 제니스타워),35.79639212,128.5287685,240,예능(대),예능(중),미술/,미술,
라라라뮤직음악학원,20200713,대구광역시 북구 성북로 36,/ 603호 (침산동),35.89081919,128.5874981,216,예능(대),예능(중),음악/,음악,
라라바이올린음악교습소,20200110,대구광역시 달서구 장기로 198-2,/ 1층 일부 (감삼동),35.84368393,128.538761,60,예능(대),예능(중),바이올린(초급1),음악,바이올린(초급1):110000/ 바이올림(초급2):130000/ 바이올림(중급1):130000/ 바이올린(중급2):150000/ 바이올린(고급1):150000/ 바이올린(고급2):170000/ 바이올린(고급3):200000/ 바이올린(고급4):350000/ 피아노(초급):130000/ 피아노(중급1):140000/ 피아노(중급2):150000/ 피아노(고급):160000
라라음악교습소,20060922,대구광역시 달서구 와룡로53길 40,  상가 가동 203호 (죽전동),35.85774619,128.5350505,63,예능(대),예능(중),음악(초급),음악,음악(초급):110000/ 음악(초급):110000/ 음악(초급):100000/ 음악(중급):120000/ 음악(중급):110000/ 음악(고급):130000/ 음악(고급):120000/ 음악(실용고급):130000/ 음악(실용고급):150000
라라음악교습소,20090825,대구광역시 수성구 달구벌대로649길 14, 302동 204호(신매동 아이프라임신매아파트),35.83978779,128.712793,35,예능(대),예능(중),피아노초급,음악,피아노초급:130000/ 피아노중급:140000/ 피아노고급:170000/ 바이올린초급:130000/ 바이올린중급:140000/ 바이올린고급:170000/ 우쿨렐레초급:30000
라라음악학원,19931223,대구광역시 북구 학정로 143-4,/ 3층  (태전동),35.92109825,128.5506168,108,예능(대),예능(중),음악/,음악,
라라의잉글리쉬(RaRa English)영어교습소,20220607,대구광역시 수성구 상록로 66,/ 4층 좌측 (범어동),35.86530316,128.6242271,32,입시.검정 및 보습,보통교과,초급(초등),보습,초급(초등):230000/ 중급(중등):250000/ 고급(고등):280000/ 파닉스(초등):200000
라라잉글리쉬영어교습소,20170724,대구광역시 수성구 노변로 55,/ 상가3동 202호 (노변동/ 수성 월드메르디앙),35.83744993,128.6998741,16,입시.검정 및 보습,보통교과,,보습,
라라탄츠무용학원,20200220,대구광역시 달성군 다사읍 세천로 160,/ 301동 203호 (다사읍/ 북죽곡엠코타운더솔레뉴),35.87277474,128.4779875,72,예능(대),예능(중),,무용,
라라트리미술교습소,20160315,대구광역시 북구 영송로 63,/ 상가동 2층 203호 (태전동),35.93148876,128.5433749,9,예능(대),예능(중),,미술,
라라피아노교습소,20200401,대구광역시 달서구 월서로3길 15,/ 231동 102호 (상인동/ 상인역 e-편한세상 2단지),35.82025314,128.534454,15,예능(대),예능(중),,음악,
라라피아노교습소,20080428,대구광역시 동구 동촌로48길 24-35,  2층 (방촌동),35.880489,128.6647235,30,예능(대),예능(중),초급,음악,초급:140000/ 중급:150000/ 고급:200000/ 초급:130000/ 중급:140000/ 고급:170000
라라피아노교습소,20211228,대구광역시 북구 경진로 70,(복현동),35.89162333,128.6189087,1,예능(대),예능(중),,음악,
라라피아노음악교습소,20200707,대구광역시 수성구 교학로 65,/ 301동 312호 (만촌동/ 만촌 삼정 그린코아 에듀파크),35.84808776,128.6529678,40,예능(대),예능(중),바이엘(피아노초급),음악,바이엘(피아노초급):140000/ 체르니100체르니30(피아노중급):150000/ 체르니40(피아노중급):160000/ 전공(피아노고급):200000/ 바이올린기초:80000
라벨비음악학원,20100224,대구광역시 달성군 다사읍 다사역로 60,/ 203호 (다사읍),35.86892656,128.4572026,260,예능(대),예능(중),음악/,음악,
라보엠피아노교습소,20080107,대구광역시 북구 호국로43길 27,/ 2층 202호 (서변동),35.92100464,128.5961763,30,예능(대),예능(중),피아노초급(주5회),음악,피아노초급(주5회):110000/ 피아노초급(주3회):100000/ 피아노중급(주5회):120000/ 피아노중급(주3회):110000/ 피아노입시(주5회):300000/ 피아노입시(주3회):200000
라붐아트스쿨미술교습소,20160218,대구광역시 수성구 천을로31길 17,/ 1층 일부 (매호동),35.84501468,128.70844,54,예능(대),예능(중),초급,미술,초급:70000/ 초급:80000/ 초급:90000/ 초급:100000/ 초급:110000/ 초급:120000
라센느음악학원,20191029,대구광역시 달서구 조암남로32길 20-8,/ 302호 (대천동/ 비스타2),35.8185207,128.5169771,43,예능(대),예능(중),음악/,음악,
라시움어학원,20060831,대구광역시 달서구 조암남로 158,/ 401호 (유천동),35.81659525,128.5173654,140,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
라엘음악학원,20101111,대구광역시 달서구 이곡공원로 33,  3층일부동서화성타운상가 106동 303호(이곡동),35.85691798,128.5120473,30,예능(대),예능(중),음악/,음악,
라엘음악학원,20151014,대구광역시 달성군 옥포면 돌미로 50,/ 202호 일부 (옥포면),35.77940266,128.4396648,70,예능(대),예능(중),,음악,
라엘음악학원,20160411,대구광역시 수성구 들안로78길 45,/ e편한세상 범어401호 상가 118호 (범어동/ e편한세상 범어),35.86745661,128.6193441,120,예능(대),예능(중),음악/,음악,
라온과학교습소,20191107,대구광역시 달서구 월서로 31,/ 상가동-1 206호 (상인동/ 상인역신일해피트리),35.8190056,128.5324342,16,입시.검정 및 보습,보통교과,과학(중등),보습,과학(중등):120000/ 과학(중등):180000/ 과학(고등):200000/ 과학(고등):250000
라온과학학원,20211227,대구광역시 수성구 범어천로 73,/ 218호 (범어동/ 호텔 라온제나),35.85353596,128.622495,70,입시.검정 및 보습,보통교과,,보습,
라온국어교습소,20080311,대구광역시 수성구 청수로 213,황금동/ 캐슬골드파크 종합상가동 219,35.84100248,128.6312384,8,입시.검정 및 보습,보통교과,중등,보습,
라온글국어교습소,20190125,대구광역시 수성구 동대구로 240,/ 114동 204호 (범어동/ 범어청구 푸른마을),35.85177571,128.6258135,24,입시.검정 및 보습,보통교과,,보습,
라온논술교습소,20210203,대구광역시 수성구 화랑로8길 10,/ 2층 (만촌동),35.86943206,128.6328896,14,입시.검정 및 보습,보통교과,,보습·논술,
라온누리독서논술교습소,20140926,대구광역시 수성구 명덕로 455,/ 101동 304호 (수성동3가/ 수성3가 롯데캐슬),35.85666879,128.619703,8,입시.검정 및 보습,보통교과,독서논술(초등),보습,독서논술(초등):150000/ 독서논술(중등):250000
라온멘사수학교습소,20180918,대구광역시 남구 희망로 55,/ 205호 (이천동/ 이천주공2단지),35.84772835,128.6045683,36,입시.검정 및 보습,보통교과,수학(초등),보습,
라온미술교습소,20180110,대구광역시 수성구 청수로 235,/ 종합상가동 3층 309호 (황금동/ 캐슬골드파크 2단지),35.84107452,128.6338304,28,예능(대),예능(중),아동화(고급반),미술,
라온수학교습소,20170525,대구광역시 달서구 성당로 235,/ 3층 일부 (두류동),35.85327642,128.5735531,18,입시.검정 및 보습,보통교과,,보습,
라온수학교습소,20190717,대구광역시 달성군 구지면 과학마을로2길 6,/ 달성화성파크드림상가 214동 10호 (구지면/ 달성2차 청아람아파트),35.65441188,128.4132357,27,입시.검정 및 보습,보통교과,초등수학,보습,초등수학:180000/ 중등수학:230000/ 고등수학:300000
라온수학교습소,20210819,대구광역시 동구 동호로 88,/ 상가동 204호 (신서동/ 영조 아름다운나날),35.86516455,128.7265701,64,입시.검정 및 보습,보통교과,,보습,
라온수학교습소,20130604,대구광역시 북구 동천로 83,/ 2층 (동천동),35.939084,128.5598824,15,입시.검정 및 보습,보통교과,수학초등,보습,수학초등:170000/ 중등수학:230000/ 고등수학:300000
라온수학학원,20180131,대구광역시 북구 내곡로 34,/ 502호 (사수동),35.89864665,128.5098491,60,입시.검정 및 보습,보통교과,,보습,
라온영어교습소,20170525,대구광역시 달서구 성당로 235,/ 3층 일부 (두류동),35.85327642,128.5735531,18,입시.검정 및 보습,보통교과,,보습,
라온영어교습소,20200901,대구광역시 수성구 범어로 80,/ 2층 (범어동),35.85650967,128.6358853,27,입시.검정 및 보습,보통교과,,보습,
라온음악교습소,20210601,대구광역시 수성구 시지로3길 58,/ 2층 (시지동),35.84183854,128.6957304,27,예능(대),예능(중),,음악,
라온음악학원,20151201,대구광역시 달서구 장기로 196,/ 2층 일부 (감삼동),35.84366933,128.53899,95,예능(대),예능(중),음악/,음악,
라온음악학원,20120627,대구광역시 동구 율하동로 48,(율하동),35.86374203,128.7014908,36,예능(대),예능(중),음악/,음악,
라온제나피아노교습소,20200115,대구광역시 동구 경안로 822,/ 상가 201호 (각산동/ 각산 푸르지오 2단지),35.87430424,128.7170186,45,예능(대),예능(중),초급1(주5),음악,초급1(주5):130000/ 초급2(주4):115000/ 초급3(주3):105000/ 초급4(주2):80000/ 중급1(주5):140000/ 중급2(주4):130000/ 중급3(주3):110000/ 중급4(주2):90000/ 고급1(주3):140000
라온창의수학교습소,20160115,대구광역시 남구 이천로25길 64,/ 1층 (이천동),35.85263999,128.5948258,15,입시.검정 및 보습,보통교과,,보습,수학(초등):75000/ 수학(초등):115000/ 수학(중등):220000/ 수학(초등):173000/ 수학(중등):223000
라온피아노교습소,20170216,대구광역시 수성구 용학로 223,/ 상가 1층 5호 (지산동/ 지산에덴아파트),35.82123721,128.6338515,12,예능(대),예능(중),초급,음악,초급:110000/ 중급:120000/ 고급:130000
라온피아노피아노교습소,20050202,대구광역시 달서구 월배로72길 13,/ 2층 일부 (송현동),35.82626115,128.5488185,20,예능(대),예능(중),피아노(초급1),음악,피아노(초급1):100000/ 피아노(초급2):110000/ 피아노(중급):120000/ 피아노(고급):130000
라온하제국어교습소,20200109,대구광역시 수성구 교학로 13,/ 상가 206호 (만촌동/ 만촌3차 화성파크드림),35.85383505,128.652608,10,입시.검정 및 보습,보통교과,중등,보습,중등:200000/ 고등:250000
라온하제밝은미래국어교습소,20211201,대구광역시 수성구 청호로57길 16,/ 4층 (황금동),35.84385198,128.6379581,27,입시.검정 및 보습,보통교과,초등,보습,초등:180000/ 중등:220000/ 고등:270000
라움영어교습소,20210303,대구광역시 서구 국채보상로52길 6,/ 2층 (평리동),35.87072908,128.5596247,27,입시.검정 및 보습,보통교과,초등영어,보습,초등영어:190000/ 중등영어:210000/ 고등영어:270000/ 초등영어1:160000/ 중등영어:200000/ 중등영어:220000/ 고등영어:250000/ 고등영어:260000/ 초등영어2:170000
라움음악학원,20110601,대구광역시 달서구 선원남로 113,/ 3층일부 (이곡동),35.8574265,128.512685,200,예능(대),예능(중),음악/,음악,
라이라이수성중국어교습소,20190830,대구광역시 수성구 청호로 496,/ 4층 (만촌동),35.85838833,128.6461575,10,국제화,외국어,중국어,실용외국어(유아/초·중·고),중국어:140000/ 중국어:280000
라이라이중국어교습소,20160308,대구광역시 동구 율하서로 24,/ 거송빌딩 4층 일부 (율하동),35.86709893,128.6924913,42,국제화,외국어,HSK_작문,실용외국어(유아/초·중·고),HSK_작문:90000/ 유아회화:70000/ 초급회화:143000/ 중급회화:165000/ 고급회화:177000/ HSK_듣기:70000/ HSK_독해:80000
라이즈대구달서어학원,20150909,대구광역시 달서구 달구벌대로 1545,/ 1504호/ 1505호 (죽전동/ 골든뷰 메디타워),35.85037231,128.5360897,384,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
라이즈어학원,20140630,대구광역시 동구 팔공로51길 15-5,/ 404호 (봉무동),35.92246634,128.6397118,38,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
라이즈영어학원,20111130,대구광역시 수성구 청솔로 136,  2층 (범어동),35.85862015,128.6215955,90,입시.검정 및 보습,보통교과,보습/,보습,
라이크아카데미학원,20100903,대구광역시 수성구 달구벌대로 2488,/ 4층 (범어동),35.85843223,128.6347897,360,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),
라이크입시학원,20160720,대구광역시 달성군 다사읍 달구벌대로 859,/ 4층 (다사읍),35.85934039,128.4640448,72,입시.검정 및 보습,보통교과,보습/,보습,
라이트수학학원,20170731,대구광역시 달서구 진천로 120,/ 504호 (대천동),35.81916977,128.5218737,56,입시.검정 및 보습,보통교과,,보습,
라인미술학원,20190508,대구광역시 달서구 조암로 33,/ 203호 (월성동),35.82441155,128.526421,75,예능(대),예능(중),미술/,미술,
라임미술교습소,20100105,대구광역시 남구 대명로20길 16,  1층 (대명동),35.83856657,128.567873,126,예능(대),예능(중),미술(중급),미술,미술(중급):150000/ 미술(중급):105000/ 미술(중급):95000/ 미술(중급):80000/ 미술(중급):55000/ 미술(초급):100000/ 미술(초급):90000/ 미술(초급):75000/ 미술(초급):60000/ 미술(초급):135000/ 미술(초급):95000/ 미술(초급):80000/ 미술(초급):65000/ 미술(초급):40000
라임미술교습소,20130430,대구광역시 북구 중앙대로114길 7-25,/ 1층 (침산동),35.88230811,128.5983359,54,예능(대),예능(중),유치/ 초1/2(초급),미술,유치/ 초1/2(초급):100000/ 유치/ 초1/2(초급):140000/ 초3/ 4(초급):110000/ 초3/ 4(초급):150000/ 초5/ 6(중급):120000/ 초5/ 6(중급):160000
라임미술학원,20120120,대구광역시 서구 국채보상로 316,/ 202동404호 (평리동/평리롯데캐슬),35.87139509,128.5649538,80,예능(대),예능(중),,미술,
라임수학교습소,20211214,대구광역시 수성구 달구벌대로458길 23,/ 2층 (수성동1가),35.85868711,128.6127464,6,입시.검정 및 보습,보통교과,,보습,
라임요리제과제빵학원,20110627,대구광역시 북구 팔거천동로 217,3층 (동천동),35.94344042,128.5578263,147,직업기술,산업응용기술,,식음료품(바리스타/소믈리에),
라임음악교습소,20201103,대구광역시 북구 연경중앙로11길 33,/ 202호/ 303호 (연경동/ 연경우방아이유쉘 더포레스트),35.94495381,128.6150301,10,예능(대),예능(중),,음악,
라임음악미술학원,20190508,대구광역시 동구 과학로13길 2,/ 401호 (각산동),35.88442683,128.7182636,50,종합(대),,음악/미술/,,
라즈앤영어교습소,20171129,대구광역시 동구 과학로17길 12,/ 1층 101호 (각산동),35.88618276,128.7200675,27,입시.검정 및 보습,보통교과,초등,보습,초등:170000/ 중등:210000/ 고등:250000
라파엘음악학원,20011227,대구광역시 달서구 호산로 125, 삼성명가타운상가 50-310호 3층 (파호동),35.85132568,128.4769566,60,예능(대),예능(중),음악/,음악,
라파음악학원,20140616,대구광역시 달서구 상원로 142,/ 203호일부/204호 (상인동/상인자이),35.82145179,128.5295711,135,예능(대),예능(중),음악/,음악,
라파피아노음악교습소,20050713,대구광역시 달서구 상화로58길 86,  롯데캐슬레이크상가1동 206호 (도원동),35.80519136,128.5485082,20,예능(대),예능(중),피아노(초급),음악,피아노(초급):100000/ 피아노(중급):110000/ 피아노(고급):120000/ 우쿨렐레:40000
라하잉글리시영어교습소,20181227,대구광역시 달서구 장기로 167,/ 223동 208호 (본리동/ 성당 래미안 이편한세상),35.84304909,128.5419008,45,입시.검정 및 보습,보통교과,,보습,영어(초등):200000/ 영어(초등):200000/ 영어(초등):200000/ 영어(중등):240000/ 영어(중등):240000/ sd:240000
